datetime,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,temp,feelslike,humidity,precip,preciptype,snow,snowdepth,windspeed,cloudcover,visibility,conditions,icon
2020-03-31,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Bike,None,44.1,40.2,79.7,0.004,rain,0.0,0.0,14.7,93.3,9.3,"Rain, Overcast",rain
2020-04-02,4.0,0.0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan,50.0,49.0,45.9,0.0,none,0.0,0.0,8.2,38.0,9.9,Partially cloudy,partly-cloudy-day
2020-04-10,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,44.8,40.3,54.9,0.001,rain,0.0,0.0,20.4,62.4,9.9,"Rain, Partially cloudy",rain
2020-04-11,1.0,0.0,0,0,1,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,Bike,48.4,47.0,37.9,0.0,none,0.0,0.0,14.8,8.5,9.9,Clear,clear-day
2020-04-12,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Motorcycle,Motorcycle,54.1,53.9,52.7,0.0,none,0.0,0.0,10.2,23.3,9.9,Partially cloudy,partly-cloudy-day
2020-04-13,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Bike,58.3,58.3,85.8,1.146,rain,0.0,0.0,18.5,74.0,7.6,"Rain, Partially cloudy",rain
2020-04-14,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,53.3,52.7,47.8,0.0,none,0.0,0.0,10.0,24.1,9.9,Partially cloudy,partly-cloudy-day
2020-04-15,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,49.0,47.3,41.9,0.0,none,0.0,0.0,11.4,30.4,9.9,Partially cloudy,partly-cloudy-day
2020-04-16,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Sedan,46.7,43.1,41.9,0.009,rain,0.0,0.0,15.0,56.0,9.9,"Rain, Partially cloudy",rain
2020-04-17,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,PK,Pick-up Truck,43.7,39.5,52.0,0.001,rain,0.0,0.0,17.9,34.3,9.9,"Rain, Partially cloudy",rain
2020-04-18,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,None,Sedan,None,45.4,42.0,78.0,0.026,rain,0.0,0.0,11.3,71.7,9.1,"Rain, Partially cloudy",rain
2020-04-19,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,50.7,48.9,50.1,0.0,none,0.0,0.0,15.7,18.4,9.9,Clear,clear-day
2020-04-20,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Taxi,53.4,53.3,47.8,0.0,none,0.0,0.0,10.2,23.6,9.9,Partially cloudy,partly-cloudy-day
2020-04-21,1.0,0.0,1,0,0,0,0,0,Oversized Vehicle,None,AMBU,None,50.3,49.0,66.2,0.05,rain,0.0,0.0,14.5,23.5,9.7,"Rain, Partially cloudy",rain
2020-04-22,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,45.7,43.5,36.1,0.0,none,0.0,0.0,14.8,30.8,9.9,Partially cloudy,partly-cloudy-day
2020-04-23,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,None,Sedan,None,45.7,44.1,42.9,0.001,rain,0.0,0.0,8.0,45.0,9.9,"Rain, Partially cloudy",rain
2020-04-24,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,None,Moped,None,47.2,42.8,88.5,0.063,rain,0.0,0.0,20.1,88.9,8.3,"Rain, Partially cloudy",rain
2020-04-25,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,Ambulance,Tanker,53.3,53.3,64.1,0.0,none,0.0,0.0,9.2,17.0,9.9,Clear,clear-day
2020-04-26,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Taxi,Bike,48.6,44.0,79.4,0.06,rain,0.0,0.0,22.1,79.1,8.4,"Rain, Partially cloudy",rain
2020-04-27,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Garbage or Refuse,None,45.9,43.3,74.2,0.0,none,0.0,0.0,10.2,81.5,9.7,Partially cloudy,partly-cloudy-day
2020-04-28,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,53.1,51.8,55.6,0.0,none,0.0,0.0,10.0,13.6,9.9,Clear,clear-day
2020-04-29,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,None,Sedan,None,51.4,50.1,76.3,0.001,rain,0.0,0.0,19.0,72.2,9.8,"Rain, Partially cloudy",rain
2020-04-30,1.0,0.0,0,0,0,0,1,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,Sedan,Sedan,54.6,54.6,87.3,0.245,rain,0.0,0.0,19.3,86.0,8.4,"Rain, Partially cloudy",rain
2020-05-01,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,58.3,58.3,82.9,0.068,rain,0.0,0.0,6.9,80.4,8.5,"Rain, Partially cloudy",rain
2020-05-02,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,63.2,63.2,44.4,0.001,rain,0.0,0.0,13.5,9.1,9.9,Rain,rain
2020-05-03,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,66.1,66.1,56.8,0.03,rain,0.0,0.0,11.2,33.8,9.9,"Rain, Partially cloudy",rain
2020-05-04,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Sedan,63.8,63.8,45.4,0.0,none,0.0,0.0,8.0,58.7,9.9,Partially cloudy,partly-cloudy-day
2020-05-05,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,55.2,54.4,36.7,0.0,none,0.0,0.0,9.9,5.3,9.9,Clear,clear-day
2020-05-06,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Box Truck,50.9,50.0,67.5,0.015,rain,0.0,0.0,14.9,72.7,9.9,"Rain, Partially cloudy",rain
2020-05-07,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,Taxi,Station Wagon/Sport Utility Vehicle,57.0,56.3,46.2,0.009,rain,0.0,0.0,15.0,52.7,9.9,"Rain, Partially cloudy",rain
2020-05-08,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Bus,50.8,49.6,57.0,0.189,rain,0.0,0.0,8.0,80.9,9.4,"Rain, Partially cloudy",rain
2020-05-09,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Bike,42.7,38.9,53.6,0.1,rain,0.0,0.0,20.6,40.7,9.9,"Rain, Partially cloudy",rain
2020-05-10,2.0,0.0,0,0,0,0,2,0,Pavement Slippery,Unspecified,AMBULANCE,Sedan,52.0,48.9,42.0,0.0,none,0.0,0.0,20.7,2.7,9.9,Clear,clear-day
2020-05-11,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,53.6,53.4,63.0,0.022,rain,0.0,0.0,29.7,38.1,9.9,"Rain, Partially cloudy",rain
2020-05-12,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,52.7,51.8,40.7,0.0,none,0.0,0.0,9.2,40.4,9.9,Partially cloudy,partly-cloudy-day
2020-05-13,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Carry All,Tractor Truck Diesel,53.4,52.3,41.5,0.0,none,0.0,0.0,11.2,4.0,9.9,Clear,clear-day
2020-05-14,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unsafe Speed,Sedan,Sedan,58.8,58.8,47.1,0.0,none,0.0,0.0,11.2,14.9,9.9,Clear,clear-day
2020-05-15,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,None,BACK HOE,None,70.1,70.1,63.3,0.003,rain,0.0,0.0,14.7,32.1,9.8,"Rain, Partially cloudy",rain
2020-05-16,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,69.8,69.8,57.3,0.002,rain,0.0,0.0,10.2,19.8,9.9,Rain,rain
2020-05-17,2.0,0.0,1,0,1,0,0,0,Failure to Yield Right-of-Way,None,E-Scooter,None,60.1,60.1,62.0,0.0,none,0.0,0.0,13.9,45.5,9.9,Partially cloudy,partly-cloudy-day
2020-05-18,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,61.2,61.2,60.4,0.009,rain,0.0,0.0,12.8,51.5,9.9,"Rain, Partially cloudy",rain
2020-05-19,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,None,Station Wagon/Sport Utility Vehicle,None,60.3,60.3,49.0,0.0,none,0.0,0.0,20.8,1.1,9.9,Clear,clear-day
2020-05-20,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Pick-up Truck,Sedan,57.5,57.5,48.0,0.0,none,0.0,0.0,17.2,1.3,9.9,Clear,clear-day
2020-05-21,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Sedan,Bulk Agriculture,57.4,56.9,64.9,0.0,none,0.0,0.0,9.2,3.5,9.9,Clear,clear-day
2020-05-22,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Tow Truck / Wrecker,Sedan,63.7,63.7,76.5,0.001,rain,0.0,0.0,9.3,44.0,9.4,"Rain, Partially cloudy",rain
2020-05-23,0.0,0.0,0,0,0,0,0,0,Tow Hitch Defective,Unspecified,Tractor Truck Diesel,Sedan,61.6,61.6,88.4,0.312,rain,0.0,0.0,21.9,94.0,7.3,"Rain, Overcast",rain
2020-05-24,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,Sedan,Sedan,60.0,60.0,65.9,0.0,none,0.0,0.0,18.4,70.4,9.8,Partially cloudy,partly-cloudy-day
2020-05-25,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,62.6,62.6,77.8,0.0,none,0.0,0.0,11.5,64.6,9.5,Partially cloudy,partly-cloudy-day
2020-05-26,1.0,0.0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,None,Sedan,None,64.5,64.5,82.0,0.0,none,0.0,0.0,9.2,43.9,7.3,Partially cloudy,partly-cloudy-day
2020-05-27,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,PK,Sedan,65.5,65.5,82.3,0.0,none,0.0,0.0,10.4,58.7,8.5,Partially cloudy,partly-cloudy-day
2020-05-28,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,68.1,68.1,86.8,0.0,none,0.0,0.0,12.8,78.9,9.1,Partially cloudy,partly-cloudy-day
2020-05-29,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,73.1,73.5,80.8,0.002,rain,0.0,0.0,11.5,67.3,9.6,"Rain, Partially cloudy",rain
2020-05-30,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Bike,74.1,73.9,60.3,0.001,rain,0.0,0.0,11.5,28.5,9.9,"Rain, Partially cloudy",rain
2020-05-31,1.0,0.0,1,0,0,0,0,0,,None,None,None,65.7,65.7,40.1,0.0,none,0.0,0.0,10.3,11.2,9.9,Clear,clear-day
2020-06-01,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Box Truck,None,63.2,63.2,40.8,0.0,none,0.0,0.0,12.8,37.3,9.9,Partially cloudy,partly-cloudy-day
2020-06-02,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,66.7,66.7,49.5,0.0,none,0.0,0.0,11.4,53.3,9.9,Partially cloudy,partly-cloudy-day
2020-06-03,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Following Too Closely,Station Wagon/Sport Utility Vehicle,None,69.9,69.9,75.2,0.366,rain,0.0,0.0,13.8,23.7,9.5,"Rain, Partially cloudy",rain
2020-06-04,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Bike,74.6,74.7,68.5,0.009,rain,0.0,0.0,8.2,17.1,9.9,Rain,rain
2020-06-05,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,72.5,72.8,84.7,0.168,rain,0.0,0.0,10.3,54.7,9.6,"Rain, Partially cloudy",rain
2020-06-06,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan,76.6,77.3,69.9,0.091,rain,0.0,0.0,11.4,40.9,9.3,"Rain, Partially cloudy",rain
2020-06-07,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,72.2,72.2,44.1,0.009,rain,0.0,0.0,13.9,40.8,9.9,"Rain, Partially cloudy",rain
2020-06-08,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Aggressive Driving/Road Rage,Sedan,Moped,71.3,71.1,45.2,0.0,none,0.0,0.0,10.3,1.8,9.9,Clear,clear-day
2020-06-09,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,76.2,76.1,52.6,0.0,none,0.0,0.0,9.3,0.6,9.9,Clear,clear-day
2020-06-10,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,76.0,76.7,66.8,0.0,none,0.0,0.0,12.8,1.2,9.9,Clear,clear-day
2020-06-11,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Bike,74.1,74.3,83.2,0.022,rain,0.0,0.0,18.2,76.8,9.9,"Rain, Partially cloudy",rain
2020-06-12,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,E-Scooter,Taxi,77.1,76.5,55.3,0.0,none,0.0,0.0,10.3,30.8,9.9,Partially cloudy,partly-cloudy-day
2020-06-13,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Taxi,None,69.6,69.6,44.3,0.0,none,0.0,0.0,16.0,4.5,9.9,Clear,clear-day
2020-06-14,1.0,0.0,0,0,1,0,0,0,Driver Inexperience,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,65.9,65.9,50.4,0.0,none,0.0,0.0,16.0,9.7,9.9,Clear,clear-day
2020-06-15,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Box Truck,Sedan,67.2,67.2,61.2,0.0,none,0.0,0.0,15.0,3.3,9.9,Clear,clear-day
2020-06-16,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,None,68.9,68.9,58.5,0.0,none,0.0,0.0,15.0,0.7,9.9,Clear,clear-day
2020-06-17,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,69.1,69.1,69.1,0.0,none,0.0,0.0,15.0,34.9,9.9,Partially cloudy,partly-cloudy-day
2020-06-18,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,69.8,69.8,83.0,0.0,none,0.0,0.0,11.4,84.6,9.8,Partially cloudy,partly-cloudy-day
2020-06-19,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,72.2,72.6,78.3,0.0,none,0.0,0.0,15.1,46.2,8.7,Partially cloudy,partly-cloudy-day
2020-06-20,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,None,75.6,76.2,71.7,0.0,none,0.0,0.0,11.3,1.4,9.9,Clear,clear-day
2020-06-21,0.0,0.0,0,0,0,0,0,0,Pavement Defective,Pavement Defective,Bike,Bike,76.7,77.5,70.9,0.0,none,0.0,0.0,7.9,1.1,9.9,Clear,clear-day
2020-06-22,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,E-Scooter,79.1,80.2,67.4,0.0,none,0.0,0.0,13.4,1.1,9.9,Clear,clear-day
2020-06-23,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,78.2,79.4,71.4,0.0,none,0.0,0.0,12.6,5.1,9.9,Clear,clear-day
2020-06-24,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Sedan,Sedan,79.6,79.4,60.2,0.0,none,0.0,0.0,14.7,27.6,9.9,Partially cloudy,partly-cloudy-day
2020-06-25,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Sedan,77.2,77.0,52.8,0.0,none,0.0,0.0,11.1,11.4,9.9,Clear,clear-day
2020-06-26,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,77.9,77.5,55.8,0.0,none,0.0,0.0,13.5,22.7,9.9,Partially cloudy,partly-cloudy-day
2020-06-27,1.0,0.0,1,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,75.5,75.5,71.2,0.034,rain,0.0,0.0,14.9,23.1,9.7,"Rain, Partially cloudy",rain
2020-06-28,1.0,0.0,0,0,1,0,0,0,Other Vehicular,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,Bike,78.5,80.0,74.3,0.173,rain,0.0,0.0,8.1,16.8,9.7,Rain,rain
2020-06-29,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Sedan,Sedan,77.6,78.0,67.9,0.085,rain,0.0,0.0,12.3,23.2,9.9,"Rain, Partially cloudy",rain
2020-06-30,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Van,73.6,73.6,73.3,0.009,rain,0.0,0.0,10.3,33.4,9.9,"Rain, Partially cloudy",rain
2020-07-01,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Box Truck,73.0,73.0,77.5,0.543,rain,0.0,0.0,7.2,28.7,9.7,"Rain, Partially cloudy",rain
2020-07-02,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,79.6,80.7,63.5,0.0,none,0.0,0.0,8.9,15.9,9.9,Clear,clear-day
2020-07-03,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Bus,Sedan,82.0,83.7,62.1,0.007,rain,0.0,0.0,16.0,38.2,9.9,"Rain, Partially cloudy",rain
2020-07-04,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,AMBULANCE,None,76.4,77.0,73.5,0.011,rain,0.0,0.0,10.1,52.3,9.4,"Rain, Partially cloudy",rain
2020-07-05,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,80.5,82.0,67.9,0.0,none,0.0,0.0,9.0,31.6,9.8,Partially cloudy,partly-cloudy-day
2020-07-06,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Box Truck,None,79.1,79.8,69.0,0.026,rain,0.0,0.0,13.6,15.5,9.7,Rain,rain
2020-07-07,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,77.0,78.0,78.7,0.0,none,0.0,0.0,10.0,81.1,9.9,Partially cloudy,partly-cloudy-day
2020-07-08,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bike,Pick-up Truck,78.5,80.0,80.9,0.011,rain,0.0,0.0,7.9,47.4,9.9,"Rain, Partially cloudy",rain
2020-07-09,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Motorcycle,None,80.3,82.4,75.8,0.028,rain,0.0,0.0,12.8,11.6,9.8,Rain,rain
2020-07-10,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,75.7,75.7,90.2,0.189,rain,0.0,0.0,20.8,86.2,7.4,"Rain, Partially cloudy",rain
2020-07-11,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,79.0,82.0,82.2,0.028,rain,0.0,0.0,16.9,49.1,9.3,"Rain, Partially cloudy",rain
2020-07-12,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,81.1,82.0,61.9,0.013,rain,0.0,0.0,13.2,19.9,9.9,Rain,rain
2020-07-13,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan,80.9,81.7,61.0,0.001,rain,0.0,0.0,12.4,28.1,9.9,"Rain, Partially cloudy",rain
2020-07-14,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,E-Scooter,80.6,80.7,53.9,0.0,none,0.0,0.0,11.4,17.7,9.9,Clear,clear-day
2020-07-15,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,77.0,77.5,69.1,0.0,none,0.0,0.0,12.4,47.8,9.9,Partially cloudy,partly-cloudy-day
2020-07-16,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,74.3,74.3,67.2,0.0,none,0.0,0.0,11.3,62.0,9.9,Partially cloudy,partly-cloudy-day
2020-07-17,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,76.7,78.8,77.1,0.002,rain,0.0,0.0,11.1,54.1,9.9,"Rain, Partially cloudy",rain
2020-07-18,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan,82.9,84.4,64.0,0.0,none,0.0,0.0,6.9,4.4,9.9,Clear,clear-day
2020-07-19,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,E-Bike,84.3,88.2,66.0,0.0,none,0.0,0.0,12.6,0.9,9.9,Clear,clear-day
2020-07-20,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Box Truck,86.8,92.0,62.1,0.0,none,0.0,0.0,12.4,13.6,9.8,Clear,clear-day
2020-07-21,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,None,84.8,87.4,55.6,0.0,none,0.0,0.0,8.0,6.1,9.9,Clear,clear-day
2020-07-22,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,81.9,85.9,75.8,0.489,rain,0.0,0.0,16.7,32.2,9.6,"Rain, Partially cloudy",rain
2020-07-23,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,None,79.9,83.1,79.2,0.001,rain,0.0,0.0,10.1,45.4,9.9,"Rain, Partially cloudy",rain
2020-07-24,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Taxi,76.9,76.9,83.0,0.013,rain,0.0,0.0,14.6,52.0,9.9,"Rain, Partially cloudy",rain
2020-07-25,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Bike,81.5,84.6,73.2,0.0,none,0.0,0.0,10.2,10.0,9.8,Clear,clear-day
2020-07-26,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,85.0,86.8,61.8,0.0,none,0.0,0.0,14.4,10.5,9.9,Clear,clear-day
2020-07-27,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,86.4,89.5,54.5,0.0,none,0.0,0.0,13.7,2.2,9.9,Clear,clear-day
2020-07-28,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,Bike,85.7,91.3,62.6,0.0,none,0.0,0.0,15.7,32.6,9.9,Partially cloudy,partly-cloudy-day
2020-07-29,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,Sedan,Sedan,84.1,88.2,62.7,0.018,rain,0.0,0.0,9.1,14.3,9.9,Rain,rain
2020-07-30,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,84.6,86.9,55.3,0.0,none,0.0,0.0,9.9,3.3,9.9,Clear,clear-day
2020-07-31,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,76.3,77.2,80.2,0.256,rain,0.0,0.0,9.9,54.6,9.2,"Rain, Partially cloudy",rain
2020-08-01,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Pick-up Truck,None,80.9,81.9,67.6,0.0,none,0.0,0.0,10.3,2.2,9.9,Clear,clear-day
2020-08-02,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan,82.6,87.8,75.4,0.0,none,0.0,0.0,14.5,51.5,9.9,Partially cloudy,partly-cloudy-day
2020-08-03,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Sedan,None,83.1,86.1,62.3,0.113,rain,0.0,0.0,12.4,12.9,9.9,Rain,rain
2020-08-04,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,77.2,77.3,79.9,0.134,rain,0.0,0.0,27.3,61.5,9.1,"Rain, Partially cloudy",rain
2020-08-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,81.1,81.8,63.3,0.0,none,0.0,0.0,12.1,21.7,9.9,Partially cloudy,partly-cloudy-day
2020-08-06,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,77.8,78.2,62.0,0.0,none,0.0,0.0,9.0,23.4,9.9,Partially cloudy,partly-cloudy-day
2020-08-07,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,75.4,75.6,74.3,0.211,rain,0.0,0.0,12.5,41.2,9.7,"Rain, Partially cloudy",rain
2020-08-08,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Pick-up Truck,None,77.1,78.1,77.3,0.0,none,0.0,0.0,8.9,49.7,9.9,Partially cloudy,partly-cloudy-day
